Station number,Station name,Region,Rainfall,Latitude,Longitude,Elevation
32194,COWLEY BEACH (DEFENCE),QLD,4.6,-17.69,146.11,4
44056,MUNGALLALA,QLD,4.6,-26.45,147.54,426
52088,WALGETT AIRPORT AWS,NSW,4.6,-30.04,148.12,133
61287,MERRIWA (ROSCOMMON),NSW,4.6,-32.19,150.17,375
70362,DALTON (HILLVIEW),NSW,4.6,-34.72,149.17,588
75180,LAKE CARGELLIGO AIRPORT COMPARISON,NSW,4.6,-33.28,146.37,179
81087,BUNGEET (HIGHLANDS),VIC,4.6,-36.26,146.04,274
82139,HUNTERS HILL,VIC,4.6,-36.21,147.54,981
82143,SHEANS CREEK (HERONSLEA),VIC,4.6,-36.79,145.66,220
85099,POUND CREEK,VIC,4.6,-38.63,145.81,3
89019,MIRRANATWA (BOWACKA),VIC,4.6,-37.40,142.38,248
90175,PORT FAIRY AWS,VIC,4.6,-38.39,142.23,10
10010,BONNIE DOON,WA,4.5,-30.94,117.96,310
10921,INGLEBOURNE,WA,4.5,-34.24,118.22,180
7014,COODARDY,WA,4.4,-27.25,117.65,500
23754,YANKALILLA,SA,4.4,-35.46,138.35,45
25507,KEITH,SA,4.4,-36.10,140.36,29
33313,THE GLEN TM,QLD,4.4,-22.83,150.34,60
40976,BRISBANE BOTANIC GARDENS MT COOT-THA,QLD,4.4,-27.48,152.98,65
53114,ROCKY GLEN (BORAH STATION),NSW,4.4,-31.01,149.55,380
68257,CAMPBELLTOWN (MOUNT ANNAN),NSW,4.4,-34.06,150.77,112
68264,JERVIS BAY NSW (JERVIS BAY AIRFIELD AWS),NSW,4.4,-35.14,150.70,57
70201,GOOGONG HILL,NSW,4.4,-35.48,149.24,1015
73050,BOWNING (WANGANUI),NSW,4.4,-34.76,148.83,560
75177,HILLSTON AIRPORT COMPARISON,NSW,4.4,-33.49,145.53,119
81007,CANIAMBO,VIC,4.4,-36.46,145.66,130
81120,RUSHWORTH (RAGLUS),VIC,4.4,-36.58,145.01,160
81125,SHEPPARTON AIRPORT,VIC,4.4,-36.43,145.39,114
83024,MOUNT BULLER,VIC,4.4,-37.15,146.44,1707
86266,FERNY CREEK,VIC,4.4,-37.87,145.35,513
90001,APOLLO BAY,VIC,4.4,-38.76,143.67,10
91237,LAUNCESTON (TI TREE BEND),TAS,4.4,-41.42,147.12,5
97083,SCOTTS PEAK DAM,TAS,4.4,-43.04,146.27,408
12320,SOUTHERN CROSS AIRFIELD,WA,4.2,-31.24,119.36,347
22013,PORT VICTORIA,SA,4.2,-34.49,137.48,15
22054,PINE POINT (AMELIA DOWNS),SA,4.2,-34.56,137.86,70
23867,ASHTON,SA,4.2,-34.93,138.75,496
26016,LUCINDALE POST OFFICE,SA,4.2,-36.97,140.37,30
26095,CAPE JAFFA (THE LIMESTONE),SA,4.2,-36.97,139.72,17
32009,BINGIL BAY,QLD,4.2,-17.84,146.10,25
40908,TEWANTIN RSL PARK,QLD,4.2,-26.39,153.04,6
48248,GUMBOOKA,NSW,4.2,-29.79,146.29,113
55312,MANILLA (MUSEUM),NSW,4.2,-30.75,150.72,358
60155,WAUKIVORY,NSW,4.2,-32.13,152.06,158
61375,MANGROVE MOUNTAIN AWS,NSW,4.2,-33.29,151.21,305
68072,NOWRA RAN AIR STATION AWS,NSW,4.2,-34.95,150.54,109
72156,MURRAY RIVER @ JINGELLIC,NSW,4.2,-35.93,147.72,-999
75179,GROONGAL (GROONGAL STATION) COMPARISON,NSW,4.2,-34.44,145.56,111
88061,WOODEND,VIC,4.2,-37.36,144.54,560
90188,BENWERRIN,VIC,4.2,-38.48,143.91,-999
92163,FINGAL (FLEMING ST),TAS,4.2,-41.64,147.98,255
7083,TUREE CREEK,WA,4.0,-23.62,118.66,530
9542,ESPERANCE AERO,WA,4.0,-33.68,121.83,142
10619,NYABING,WA,4.0,-33.54,118.15,330
16055,YARDEA,SA,4.0,-32.38,135.52,260
23801,LENSWOOD,SA,4.0,-34.95,138.81,480
23916,BELLEVUE HEIGHTS,SA,4.0,-35.03,138.59,210
31186,SUTTIES CREEK ALERT,QLD,4.0,-17.68,145.66,640
31205,COPPERLODE DAM ALERT,QLD,4.0,-16.98,145.67,447
32042,TULLY SUGAR MILL,QLD,4.0,-17.94,145.93,19
32186,MICHAEL CREEK ALERT,QLD,4.0,-18.85,145.91,742
32192,CARDWELL RANGE,QLD,4.0,-18.55,146.18,15
32200,INGHAM AERO,QLD,4.0,-18.67,146.15,14
33077,PACIFIC HEIGHTS,QLD,4.0,-23.10,150.73,51
33295,ALVA BEACH,QLD,4.0,-19.46,147.48,8
35274,JUANITA,QLD,4.0,-23.85,148.11,245
36036,LOCHNAGAR,QLD,4.0,-23.62,145.70,302
40490,CARNEYS CREEK THE RANCH,QLD,4.0,-28.21,152.54,268
40785,CAROLE PARK ALERT,QLD,4.0,-27.60,152.95,80
40818,MT CROSBY TM,QLD,4.0,-27.54,152.80,0
40833,HOME PARK TM,QLD,4.0,-25.77,152.53,5
40906,LENTHALLS DAM ALERT,QLD,4.0,-25.40,152.53,24
40933,FOXLEY ALERT,QLD,4.0,-28.27,153.03,178
41175,APPLETHORPE,QLD,4.0,-28.62,151.95,872
55308,BENDEMEER (BONNA),NSW,4.0,-30.88,151.16,830
55321,MULLA CROSSING (COCKBURN RIVER),NSW,4.0,-31.06,151.13,-999
57020,URBENVILLE,NSW,4.0,-28.47,152.55,378
58202,BENTLEY (BACK CREEK),NSW,4.0,-28.74,153.08,40
60069,COOPLACURRIPA,NSW,4.0,-31.63,151.96,252
60095,BUNGWAHL,NSW,4.0,-32.38,152.38,-999
61350,UPPER CHICHESTER (SIMMONDS),NSW,4.0,-32.17,151.59,265
61420,MIRANNIE (MAERANIE STATION),NSW,4.0,-32.39,151.37,178
63297,TARANA (FISH RIVER),NSW,4.0,-33.57,149.91,780
67109,BAULKHAM HILLS EUCALYPTUS CT,NSW,4.0,-33.77,150.98,100
74034,COROWA AIRPORT,NSW,4.0,-35.99,146.36,143
75142,MERRIWAGGA (SYLVANHAM),NSW,4.0,-33.92,145.52,107
79105,STAWELL AERODROME,VIC,4.0,-37.07,142.74,235
80109,COBRAM (GOULBURN MURRAY),VIC,4.0,-35.91,145.64,113
81083,EPPALOCK RESERVOIR,VIC,4.0,-36.85,144.53,201
85313,NILMA NORTH (WARRAGUL),VIC,4.0,-38.13,145.99,134
86377,UPPER PLENTY,VIC,4.0,-37.42,145.08,325
90180,AIREYS INLET,VIC,4.0,-38.46,144.09,105
12027,EDJUDINA,WA,3.8,-29.81,122.35,460
23905,URAIDLA (SUTTON CREEK),SA,3.8,-34.97,138.74,483
23910,KANGARILLA (SADDLEBAGS),SA,3.8,-35.13,138.69,385
26105,ROBE AIRFIELD,SA,3.8,-37.18,139.81,3
31062,WHYANBEEL VALLEY,QLD,3.8,-16.39,145.35,6
35139,LOCHINGTON,QLD,3.8,-23.94,147.53,267
40026,MUNGAR GAYNDAH ST,QLD,3.8,-25.60,152.59,40
40390,TEDDINGTON WATERWORKS,QLD,3.8,-25.65,152.66,28
44212,DUNVEGAN TM,QLD,3.8,-26.12,146.62,400
62101,MUDGEE AIRPORT AWS,NSW,3.8,-32.56,149.61,471
63043,KURRAJONG HEIGHTS (BELLS LINE OF ROAD),NSW,3.8,-33.53,150.63,460
79017,GOROKE (POST OFFICE),VIC,3.8,-36.72,141.47,162
85063,MOUNT BEST (UPPER TOORA),VIC,3.8,-38.61,146.32,235
85302,TAMBORITHA-MOROKA (SNOWY RANGE),VIC,3.8,-37.29,146.72,-999
86374,KINGLAKE WEST,VIC,3.8,-37.47,145.26,490
88029,HEATHCOTE,VIC,3.8,-36.96,144.70,311
88119,ACHERON RIVER @ TAGGERTY,VIC,3.8,-37.32,145.72,-999
88126,GOULBURN RIVER @ SEYMOUR,VIC,3.8,-37.02,145.11,140
91260,STRATHBRIDGE (MEANDER RIVER),TAS,3.8,-41.49,146.90,160
91303,WESTWOOD BRIDGE (MEANDER RIVER),TAS,3.8,-41.52,147.03,137
97080,LOW ROCKY POINT,TAS,3.8,-42.98,145.50,34
2064,ARGYLE AERODROME,WA,3.6,-16.64,128.45,164
9868,MUNGLINUP,WA,3.6,-33.71,120.87,80
22015,PRICE,SA,3.6,-34.30,138.00,2
23787,BALHANNAH (GUMBOOYA),SA,3.6,-35.02,138.86,406
24580,STRATHALBYN RACECOURSE,SA,3.6,-35.28,138.89,58
40892,MT KANIGAN AL,QLD,3.6,-25.96,152.58,330
44026,CUNNAMULLA POST OFFICE,QLD,3.6,-28.07,145.68,189
53044,WEE WAA (GEORGE ST),NSW,3.6,-30.23,149.45,190
60118,ROCKS CROSSING (NOWENDOC RIVER),NSW,3.6,-31.78,152.08,70
62100,NULLO MOUNTAIN AWS,NSW,3.6,-32.72,150.23,1130
63303,ORANGE AIRPORT AWS,NSW,3.6,-33.38,149.13,945
66052,RANDWICK (RANDWICK ST),NSW,3.6,-33.91,151.24,74
68262,HIGH RANGE AWS (WANGANDERRY),NSW,3.6,-34.33,150.27,814
69138,ULLADULLA AWS,NSW,3.6,-35.36,150.48,36
70016,CAPTAINS FLAT (FOXLOW ST),NSW,3.6,-35.59,149.45,850
86068,VIEWBANK,VIC,3.6,-37.74,145.10,66
88051,REDESDALE,VIC,3.6,-37.02,144.52,290
88109,MANGALORE AIRPORT,VIC,3.6,-36.89,145.19,141
88123,KYNETON,VIC,3.6,-37.25,144.43,525
96038,VERWOOD (ISIS RIVER),TAS,3.6,-42.06,147.29,308
200839,LORD HOWE ISLAND AERO,NSW,3.6,-31.54,159.08,5
23720,HAHNDORF,SA,3.5,-35.02,138.81,341
60117,MOUNT GEORGE (MANNING RIVER),NSW,3.5,-31.88,152.15,15
9961,HOPETOUN NORTH,WA,3.4,-33.93,120.13,26
12038,KALGOORLIE-BOULDER AIRPORT,WA,3.4,-30.78,121.45,365
22056,MAITLAND (CARINYA RNDSUP),SA,3.4,-34.40,137.72,202
23140,MITCHELL PARK (MARION),SA,3.4,-35.01,138.56,32
23721,HAPPY VALLEY RESERVOIR,SA,3.4,-35.06,138.57,174
23733,MOUNT BARKER,SA,3.4,-35.07,138.85,359
23734,MOUNT BOLD RESERVOIR,SA,3.4,-35.12,138.68,251
23871,SELLICKS BEACH,SA,3.4,-35.32,138.46,25
23911,MYLOR (BIGGS FLAT),SA,3.4,-35.06,138.76,312
40341,WONGAWALLAN ALERT,QLD,3.4,-27.88,153.21,360
40896,TEDDINGTON WEIR HW TM,QLD,3.4,-25.65,152.66,25
40988,NAMBOUR DAFF - HILLSIDE,QLD,3.4,-26.64,152.94,53
57005,DRAKE (VILLAGE RESOURCE CENTRE),NSW,3.4,-28.93,152.38,490
58194,DAIRY FLAT,NSW,3.4,-28.38,152.72,25
62036,ULAN WATER,NSW,3.4,-32.28,149.74,420
65034,WELLINGTON (D&J RURAL),NSW,3.4,-32.56,148.95,305
70263,GOULBURN TAFE,NSW,3.4,-34.75,149.70,670
81016,ELMORE,VIC,3.4,-36.50,144.61,130
81123,BENDIGO AIRPORT,VIC,3.4,-36.74,144.33,209
81124,YARRAWONGA,VIC,3.4,-36.03,146.03,129
82142,TOLMIE (MOUNT TABLETOP REPEATER),VIC,3.4,-36.95,146.22,915
88053,SEYMOUR SHIRE DEPOT,VIC,3.4,-37.03,145.15,145
92153,COPPING (YAXLEY ESTATE),TAS,3.4,-42.82,147.79,150
88110,CASTLEMAINE PRISON,VIC,3.3,-37.08,144.24,330
6105,SHARK BAY AIRPORT,WA,3.2,-25.89,113.58,34
9557,HOPETOUN,WA,3.2,-33.93,120.09,15
23865,LENSWOOD (STRINGYBARK),SA,3.2,-34.89,138.81,547
23866,VERDUN,SA,3.2,-35.01,138.80,315
23881,CROMER ROAD,SA,3.2,-34.77,139.01,455
23882,LOBETHAL (MAIDMENT ROAD),SA,3.2,-34.87,138.91,497
23920,WOODSIDE (WICKS ESTATE),SA,3.2,-34.96,138.87,348
24579,MT TORRENS,SA,3.2,-34.88,138.97,520
25564,SHAUGH (COOLAMI),SA,3.2,-35.84,140.82,123
63245,MANDURAMA POST OFFICE,NSW,3.2,-33.65,149.08,661
68192,CAMDEN AIRPORT AWS,NSW,3.2,-34.04,150.69,74
69017,MONTAGUE ISLAND LIGHTHOUSE,NSW,3.2,-36.25,150.23,52
70330,GOULBURN AIRPORT AWS,NSW,3.2,-34.81,149.73,640
72162,KHANCOBAN AWS,NSW,3.2,-36.23,148.14,339
73137,MUTTAMA (GROVENE),NSW,3.2,-34.80,148.12,270
80015,ECHUCA AERODROME,VIC,3.2,-36.16,144.76,96
88023,LAKE EILDON,VIC,3.2,-37.23,145.91,230
88162,WALLAN (KILMORE GAP),VIC,3.2,-37.38,144.97,528
88167,PUCKAPUNYAL LYON HILL (DEFENCE),VIC,3.2,-36.94,145.05,193
91375,CRESSY (BRUMBYS CREEK),TAS,3.2,-41.71,147.08,152
7059,MOUNT VERNON,WA,3.0,-24.23,118.24,350
7179,TANGADEE,WA,3.0,-24.41,118.94,550
10564,HILLCROFT,WA,3.0,-32.35,116.86,265
12013,BULONG,WA,3.0,-30.75,121.75,380
12044,MUNGLINUP WEST,WA,3.0,-33.55,120.70,220
12071,SALMON GUMS RES.STN.,WA,3.0,-32.99,121.62,249
18014,CLEVE,SA,3.0,-33.70,136.49,193
22050,KADINA AWS,SA,3.0,-33.97,137.66,41
22055,CURRAMULKA NORTH RNDSUP,SA,3.0,-34.65,137.73,162
23114,BEAUMONT,SA,3.0,-34.95,138.66,225
23732,ADELAIDE (MORPHETT VALE),SA,3.0,-35.14,138.53,92
23804,VICTOR HARBOR (ENCOUNTER BAY),SA,3.0,-35.55,138.60,8
23880,IRONSTONE ROAD,SA,3.0,-34.76,138.93,440
31049,MULGRAVE MILL,QLD,3.0,-17.09,145.79,15
31182,GREENHAVEN ALERT,QLD,3.0,-17.59,145.60,860
31200,RAVENSHOE ALERT,QLD,3.0,-17.59,145.53,1080
33307,WOOLSHED,QLD,3.0,-19.42,146.54,556
39352,BUNDABERG ALERT,QLD,3.0,-24.86,152.35,17
40376,TYUNGUN ALERT,QLD,3.0,-28.09,153.16,200
40816,AMBERLEY (DNRM) TM,QLD,3.0,-27.67,152.70,18
40832,FOREST HOME TM,QLD,3.0,-28.20,152.77,110
40847,HINZE DAM HW ALERT,QLD,3.0,-28.05,153.28,82
40902,MUSKET FLAT MT ALERT,QLD,3.0,-25.50,152.38,200
40903,PACIFIC HAVEN ALERT,QLD,3.0,-25.24,152.53,10
40905,UPPER CHERWELL ALERT,QLD,3.0,-25.29,152.41,30
40928,KARALEE,QLD,3.0,-27.56,152.82,42
40941,KOORALBYN ALERT,QLD,3.0,-28.07,152.85,326
40944,RUDDS LANE ALERT,QLD,3.0,-28.17,152.98,87
58231,GRAFTON SOUTH (SOUTH GRAFTON (CLARENCE,NSW,3.0,-29.77,152.92,77
60096,CABBAGE TREE MOUNTAIN,NSW,3.0,-32.26,152.12,-999
60152,COBARK,NSW,3.0,-31.96,151.73,300
61360,SCONE (KINGDON PONDS),NSW,3.0,-32.05,150.85,198
67110,SEVEN HILLS (RADIO FM 103.2),NSW,3.0,-33.79,150.92,80
69022,NAROOMA (MARINE RESCUE),NSW,3.0,-36.21,150.14,25
82166,BLOOMFIELD PARK (EVERTON),VIC,3.0,-36.42,146.56,251
87175,NEWHAM (COBAW),VIC,3.0,-37.27,144.60,530
88015,CLUNES,VIC,3.0,-37.30,143.78,332
90021,COBDEN (POST OFFICE),VIC,3.0,-38.33,143.08,134
7177,MININER,WA,2.8,-23.60,117.69,450
12009,NORSEMAN AERO,WA,2.8,-32.21,121.75,263
12305,LAVERTON AERO,WA,2.8,-28.61,122.42,464
22008,MAITLAND,SA,2.8,-34.37,137.67,185
22020,WALLAROO,SA,2.8,-33.93,137.64,25
31011,CAIRNS AERO,QLD,2.8,-16.87,145.75,2
33076,YAAMBA,QLD,2.8,-23.13,150.37,19
33294,YEPPOON THE ESPLANADE,QLD,2.8,-23.14,150.75,6
39128,BUNDABERG AERO,QLD,2.8,-24.91,152.32,31
40184,ROSEWOOD WALLOON RD,QLD,2.8,-27.63,152.59,63
50017,WEST WYALONG AIRPORT AWS,NSW,2.8,-33.94,147.20,257
57123,NEWTON BOYD (ABBEY GREEN),NSW,2.8,-29.76,152.21,325
61288,LOSTOCK DAM,NSW,2.8,-32.33,151.46,200
61373,PARKVILLE (KINGDON PONDS),NSW,2.8,-31.96,150.86,200
61377,SWANSEA (CATHERINE ST),NSW,2.8,-33.09,151.63,3
65110,BORENORE (LYNDEN-BRAE),NSW,2.8,-33.25,148.98,840
66137,BANKSTOWN AIRPORT AWS,NSW,2.8,-33.92,150.98,7
66214,SYDNEY (OBSERVATORY HILL),NSW,2.8,-33.86,151.20,43
67065,HORNSBY (SWIMMING POOL),NSW,2.8,-33.70,151.10,180
70333,NARRAWA (LACHLAN RIVER),NSW,2.8,-34.40,149.09,460
78030,TELOPEA DOWNS (MEENGO RAIN GAUGE),VIC,2.8,-36.08,141.10,142
86096,PRESTON RESERVOIR,VIC,2.8,-37.72,145.01,94
91311,LAUNCESTON AIRPORT,TAS,2.8,-41.55,147.22,167
16090,COOBER PEDY AIRPORT,SA,2.6,-29.03,134.72,225
18116,CLEVE AERODROME,SA,2.6,-33.71,136.50,175
18190,BUCKLEBOO (KARINYA),SA,2.6,-32.90,136.19,235
24564,BLANCHETOWN LOCK 1,SA,2.6,-34.35,139.62,11
36094,WAHROONGHA,QLD,2.6,-24.45,144.11,200
40094,HARRISVILLE MARY STREET,QLD,2.6,-27.81,152.67,58
41085,QUEEN MARY FALLS,QLD,2.6,-28.33,152.39,895
60141,TAREE AIRPORT AWS,NSW,2.6,-31.89,152.51,8
61185,HUNTER RIVER (GLENBAWN DAM D/S),NSW,2.6,-32.11,150.99,230
61363,SCONE AIRPORT AWS,NSW,2.6,-32.03,150.83,221
68239,MOSS VALE AWS,NSW,2.6,-34.53,150.42,678
69023,NELLIGEN (THULE ROAD),NSW,2.6,-35.65,150.15,5
79097,KANAGULK,VIC,2.6,-37.12,141.80,189
81008,COLBINABBIN,VIC,2.6,-36.54,144.78,144
82165,STUMP HILL (BARJARG),VIC,2.6,-36.95,146.01,312
83093,MT SUNDAY,VIC,2.6,-37.34,146.42,1420
88124,TABILK (TAHBILK WINERY),VIC,2.6,-36.83,145.09,131
94191,HARTZ MOUNTAIN (KEOGHS PIMPLE),TAS,2.6,-43.20,146.77,831
96003,BUTLERS GORGE,TAS,2.6,-42.28,146.28,667
96069,DERWENT BRIDGE,TAS,2.6,-42.13,146.22,727
123700,INGLEWOOD,SA,2.6,-34.81,138.77,372
60021,KRAMBACH (FIREFLY RD),NSW,2.5,-32.06,152.26,65
6102,STEEP POINT,WA,2.4,-26.18,113.21,4
16097,ERNABELLA (PUKATJA),SA,2.4,-26.26,132.18,703
22011,MOONTA,SA,2.4,-34.07,137.59,20
23105,BROWNHILL CREEK (SCOTCH COLLEGE),SA,2.4,-34.98,138.62,116
23143,MORPHETTVILLE,SA,2.4,-34.98,138.54,17
23891,PICCADILLY (WOODHOUSE),SA,2.4,-34.98,138.74,441
23892,MONTACUTE,SA,2.4,-34.89,138.76,312
25504,COONALPYN,SA,2.4,-35.69,139.85,22
49136,EUABALONG (MOUNT HOPE AWS),NSW,2.4,-32.83,145.88,209
57014,GLEN ELGIN (GLENBROOK),NSW,2.4,-29.56,152.14,895
61412,COORANBONG (LAKE MACQUARIE AWS),NSW,2.4,-33.09,151.46,6
63076,SOFALA OLD POST OFFICE,NSW,2.4,-33.08,149.69,579
68252,KIAMA (BRIGHTON ST),NSW,2.4,-34.67,150.85,62
69114,BROGO (BLANCHARDS ROAD),NSW,2.4,-36.54,149.82,61
69139,BEGA AWS,NSW,2.4,-36.67,149.82,41
80130,WEST PRAIRIE,VIC,2.4,-36.27,144.17,104
88060,KINGLAKE WEST (WALLABY CREEK),VIC,2.4,-37.45,145.21,488
91325,HUMMOCKY HILLS,TAS,2.4,-41.73,147.24,477
200284,COCOS ISLAND AIRPORT,WA,2.4,-12.19,96.83,3
23714,FINNISS,SA,2.3,-35.37,138.81,35
7045,MEEKATHARRA AIRPORT,WA,2.2,-26.61,118.54,517
16067,MOUNT IVE,SA,2.2,-32.44,136.07,177
23005,ADELAIDE (GLEN OSMOND),SA,2.2,-34.95,138.65,128
23034,ADELAIDE AIRPORT,SA,2.2,-34.95,138.52,2
23055,ADELAIDE AIRPORT ALERT,SA,2.2,-34.95,138.52,2
23083,EDINBURGH RAAF,SA,2.2,-34.71,138.62,17
23896,ATHELSTONE (BLACK HILL ALERT),SA,2.2,-34.88,138.71,238
23922,FORRESTON ALERT,SA,2.2,-34.79,138.90,392
24504,BOWER,SA,2.2,-34.12,139.36,115
24590,MOUNT PLEASANT WTP,SA,2.2,-34.80,139.05,475
25562,LAMEROO (AUSTIN PLAINS),SA,2.2,-35.38,140.54,110
40842,BRISBANE AERO,QLD,2.2,-27.39,153.13,5
48245,BOURKE AIRPORT AWS,NSW,2.2,-30.04,145.95,107
54038,NARRABRI AIRPORT AWS,NSW,2.2,-30.32,149.83,229
61078,WILLIAMTOWN RAAF,NSW,2.2,-32.79,151.84,8
66034,ABBOTSFORD (BLACKWALL POINT RD),NSW,2.2,-33.85,151.13,15
73138,YOUNG AIRPORT,NSW,2.2,-34.25,148.25,380
74042,FINLEY POST OFFICE,NSW,2.2,-35.64,145.58,110
75041,GRIFFITH AIRPORT AWS,NSW,2.2,-34.25,146.07,134
78032,GERANG GERUNG (COMPARISON),VIC,2.2,-36.40,141.88,135
82056,WODONGA,VIC,2.2,-36.12,146.91,156
90167,WINCHELSEA (POST OFFICE),VIC,2.2,-38.24,143.99,85
92020,LEWIS HILL (ST PAULS RIVER),TAS,2.2,-41.82,147.96,229
6010,CAREY DOWNS,WA,2.0,-25.61,115.46,250
7212,GINGINJIBBY,WA,2.0,-24.61,117.65,-999
10889,MORDETTA,WA,2.0,-32.89,118.63,320
14988,KNUCKEY LAGOON,NT,2.0,-12.44,130.96,32
16098,TARCOOLA AERO,SA,2.0,-30.71,134.58,123
23115,ADELAIDE (KESWICK),SA,2.0,-34.95,138.58,34
23373,NURIOOTPA PIRSA,SA,2.0,-34.48,139.01,275
23731,CUDLEE CREEK (MILLBROOK RESERVOIR),SA,2.0,-34.83,138.82,315
23750,URAIDLA,SA,2.0,-34.96,138.74,487
23786,BIRDWOOD (MCVITTIE\'S HILL),SA,2.0,-34.83,139.01,484
32094,GAIRLOCH,QLD,2.0,-18.62,146.18,13
32172,WALLAMAN ALERT,QLD,2.0,-18.46,145.74,686
32195,MOUNT STUART (DEFENCE),QLD,2.0,-19.41,146.76,176
33068,MIRANI MARY STREET,QLD,2.0,-21.16,148.87,43
33304,GARGETT ALERT,QLD,2.0,-21.18,148.74,53
33320,MT JUKES,QLD,2.0,-21.01,148.91,55
40335,MT TAMBORINE ALERT,QLD,2.0,-27.97,153.21,520
40416,CLEARVIEW TM,QLD,2.0,-28.00,153.31,3
40503,TALLEGALLA ALERT,QLD,2.0,-27.61,152.58,60
40786,JINGLE DOWNS ALERT,QLD,2.0,-27.75,152.91,100
40788,FORESTDALE(JOHNSON RD)AL,QLD,2.0,-27.66,153.00,80
40794,GREENBANK(THOMPSON RD)AL,QLD,2.0,-27.70,152.93,80
40846,CLEARVIEW ALERT,QLD,2.0,-28.00,153.31,3
40865,CANNON COVE AL,QLD,2.0,-28.09,152.72,225
40868,MT JOSEPH TM,QLD,2.0,-25.74,152.24,120
40874,BRISBANE ROAD ALERT,QLD,2.0,-27.61,152.91,-999
40913,BRISBANE,QLD,2.0,-27.48,153.04,8
40935,MACLEAN BRIDGE ALERT,QLD,2.0,-27.79,153.02,3
40936,LUMEAH ALERT,QLD,2.0,-28.06,153.04,90
40946,RATHDOWNEY ALERT,QLD,2.0,-28.22,152.87,84
40948,KNAPPS PEAK ALERT,QLD,2.0,-28.15,152.74,278
40964,REGENTS PARK,QLD,2.0,-27.67,153.04,38
42105,NINDIGULLY TM,QLD,2.0,-28.42,148.83,25
43060,HAVELOCK,QLD,2.0,-26.08,147.90,434
44117,DIRRANBANDI,QLD,2.0,-28.59,148.23,175
44154,WHYENBAH,QLD,2.0,-28.39,148.31,175
44232,THE 27 MILE GARDEN AL,QLD,2.0,-26.08,146.42,324
44234,BARRADEEN AL,QLD,2.0,-26.04,146.43,355
53108,TERRY HIE HIE,NSW,2.0,-29.79,150.15,250
54141,GWYDER RIVER (GRAVESEND RD BDG (GWYDIR R,NSW,2.0,-29.58,150.37,-999
56199,WYLIE CREEK (BURRENBAR),NSW,2.0,-28.56,152.12,777
56229,GUYRA HOSPITAL,NSW,2.0,-30.21,151.68,1329
60163,YARRAS MOUNTAIN,NSW,2.0,-31.46,152.32,679
61226,WOLLOMBI (ST JOHNS CHURCH),NSW,2.0,-32.94,151.14,97
61401,SCONE (FIGTREE GULLY),NSW,2.0,-32.04,150.90,490
62107,BYLONG (GLENVIEW),NSW,2.0,-32.47,150.11,566
63287,BATHURST STANLEY STREET (MACQUARIE RIVER,NSW,2.0,-33.41,149.58,650
63298,CHIFLEY DAM (CAMPBELLS RIVER (UPSTREAM C,NSW,2.0,-33.61,149.70,715
63304,ROCKLEY (GLENLEA),NSW,2.0,-33.72,149.51,1024
65084,TOOGONG (GLENAYR),NSW,2.0,-33.37,148.59,320
66014,CRONULLA SOUTH BOWLING CLUB,NSW,2.0,-34.07,151.15,31
66036,MARRICKVILLE GOLF CLUB,NSW,2.0,-33.92,151.14,6
66037,SYDNEY AIRPORT AMO,NSW,2.0,-33.95,151.17,6
66058,SANS SOUCI (PUBLIC SCHOOL),NSW,2.0,-33.99,151.13,9
66059,TERREY HILLS AWS,NSW,2.0,-33.69,151.23,199
66194,CANTERBURY RACECOURSE AWS,NSW,2.0,-33.91,151.11,3
68181,HAMPDEN BRIDGE (KANGAROO RIVER),NSW,2.0,-34.73,150.52,80
69006,BETTOWYND (BELLARINGAH),NSW,2.0,-35.70,149.79,165
69018,MORUYA HEADS PILOT STATION,NSW,2.0,-35.91,150.15,17
69033,MORUYA (BURRA CREEK),NSW,2.0,-35.90,149.96,20
69127,ARALUEN LOWER (ARALUEN RD),NSW,2.0,-35.69,149.84,145
70008,TOMBONG (SNOWY RIVER @ BURNT HUT CROSSIN,NSW,2.0,-36.84,148.93,-999
78087,YANAC NORTH COMPARISON,VIC,2.0,-36.11,141.46,135
80061,WEDDERBURN (POST OFFICE),VIC,2.0,-36.42,143.61,200
81085,DUNOLLY,VIC,2.0,-36.86,143.73,210
82039,RUTHERGLEN RESEARCH,VIC,2.0,-36.10,146.51,175
88009,CAIRN CURRAN RESERVOIR,VIC,2.0,-36.99,143.97,219
89084,WARRAMBINE CK AT WARRAMBINE,VIC,2.0,-37.93,143.87,180
90176,MORTLAKE RACECOURSE,VIC,2.0,-38.07,142.77,130
90187,BOONAH,VIC,2.0,-38.41,143.98,-999
6069,MOUNT NARRYER,WA,1.8,-26.59,115.93,300
21019,FARRELL FLAT,SA,1.8,-33.83,138.79,422
22022,PORT CLINTON (YARAROO),SA,1.8,-34.14,138.01,118
23357,NURIOOTPA,SA,1.8,-34.47,139.00,270
23705,BIRDWOOD,SA,1.8,-34.80,138.95,389
23725,KEYNETON,SA,1.8,-34.56,139.13,379
23877,KERSBROOK,SA,1.8,-34.79,138.87,350
23879,CUDLEE CREEK (ODEA ROAD),SA,1.8,-34.85,138.88,492
24511,EUDUNDA,SA,1.8,-34.18,139.09,420
24525,PALMER,SA,1.8,-34.85,139.16,192
24583,WOODSIDE (INVERBRACKIE),SA,1.8,-34.95,138.93,447
48250,NOONA AWS,NSW,1.8,-31.73,144.93,179
49138,BOOLIGAL (YARTO) COMPARISON,NSW,1.8,-33.52,144.77,95
